medcodeid	term
5579661000006116	Screening for colon cancer
5579671000006111	Colon cancer screening
5579681000006114	Screening for malignant neoplasm of rectum
5579691000006112	Rectal neoplasm screening
5579701000006112	Screening for malignant neoplasm of lung
5579711000006110	Lung neoplasm screening
5590681000006113	DFSP - Dermatofibrosarcoma protruberans
5590691000006111	Dermatofibrosarcoma
5591731000006111	VAIN - Vaginal intraepithelial neoplasia 1
5591761000006119	VAIN - Vaginal intraepithelial neoplasia 2
5591791000006110	Mild dysplasia of vulva
5591801000006111	VIN - Vulval intraepithelial neoplasia grade 1
5591821000006118	Moderate dysplasia of vulva
5591831000006115	VIN - Vulval intraepithelial neoplasia grade 2
5591851000006110	Vulval intraepithelial neoplasia grade III
5591861000006112	VIN - Vulval intraepithelial neoplasia grade 3
5591871000006117	VIN III - Vulval intraepithelial neoplasia grade III
5591881000006119	Severe dysplasia of vulva
5595371000006112	Malignant tumour of external ear
5595381000006110	Malignant tumor of external ear
5599791000006114	B-CLL - B-cell chronic lymphocytic leukemia
5599801000006110	B-CLL - B-cell chronic lymphocytic leukaemia
5599811000006113	B-cell chronic lymphocytic leukemia
5601191000006118	T-cell prolymphocytic leukemia
5601291000006110	B-cell acute lymphoblastic leukemia
5601301000006111	Burkitt's leukemia
560131000000110	Progesterone receptor negative tumour
5601311000006114	Burkitt's leukaemia
5601331000006115	Mature B-cell leukemia Burkitt-type
5601341000006113	Mature B-cell leukemia Burkitt type
5601351000006110	Mature B-cell leukaemia Burkitt type
560151000000115	Oestrogen receptor negative tumour
5601531000006114	MGUS - Monoclonal gammopathy of uncertain significance
5601541000006116	Monoclonal gammopathy of undetermined significance
5601801000006116	Myelodysplastic syndrome with isolated del(5q)
5601831000006112	Myelodysplastic syndrome with 5Q deletion
5601881000006113	Acute monocytoid leukaemia
5601891000006111	Naegeli-type monocytic leukaemia
5601901000006110	M5a - Acute monoblastic leukaemia
5601911000006113	Acute monocytoid leukemia
5601921000006117	M5a - Acute monoblastic leukemia
5601931000006119	Naegeli-type monocytic leukemia
5601941000006112	Acute monoblastic leukemia
560201000000113	Tumour hormone receptor status
5602071000006112	Lymphoreticular tumour
5602081000006110	Lymphoreticular tumor
5602281000006115	B-cell prolymphocytic leukemia
5602291000006117	Prolymphocytic leukemia of B-cell type
5602371000006110	Follicular malignant lymphoma - small cleaved cell
5602571000006115	Follicular malignant lymphoma - large cell
5602581000006117	Malignant lymphoma - histiocytic, nodular
5602591000006119	Malignant lymphoma - non-cleaved, follicular
5602751000006116	EACTL - Enteropathy-associated T-cell lymphoma
5602761000006119	Enteropathy type (intestinal) T-cell lymphoma
5602771000006114	Enteropathy-type T-cell lymphoma
5608261000006111	Superior pulmonary sulcus syndrome
5608271000006116	Pancoast syndrome
5645721000006112	Malignant tumour of lacrimal drainage structure
5645731000006110	Malignant tumor of lacrimal drainage structure
5704031000006110	CIN - Cervical intraepithelial neoplasia
5707081000006118	CIN I - Cervical intraepithelial neoplasia 1
5707101000006114	Mild dysplasia of cervix
5707151000006113	CIN 2 - Cervical intraepithelial neoplasia 2
5707161000006110	Moderate dysplasia of cervix
5723731000006119	Lung tumour excision
5726761000006117	Open bladder tumour fulguration
5726781000006110	Open bladder tumour resection
573501000006117	Colon neoplasm screening
573611000006118	Colonic cancer
5778961000006119	Antineoplastic/immunosuppressant/immunostim adverse reaction
5778971000006114	Antineoplastic/immunosuppressant/immunostimulant adverse reaction
586281000006110	Non-urgent radiotherapy admission
587201000006115	Non-Hodgkin's lymphoma
5900061000006117	Excision of malignant skin tumor
5911401000006116	Malignant tumour of fraenum of lip
5911411000006118	Malignant tumor of frenum of lip
5911421000006114	Malignant tumour of soft tissue of head, face and neck
5911431000006112	Malignant tumor of soft tissue of head, face and neck
5911441000006119	Malignant tumour of unknown origin or ill-defined site
5911451000006117	Malignant tumor of unknown origin or ill-defined site
5911771000006115	Chromaffin paraganglioma
5911781000006117	Adrenal medullary paraganglioma
5911801000006118	LM - Lentigo maligna
5912011000006117	Diffuse malignant lymphoma - centroblastic
5912021000006113	Germinoblastic sarcoma
5912041000006118	Malignant lymphoma, centroblastic type
5912131000006112	Nephroblastoma
5912141000006119	Nephroma
5912151000006117	Wilm's tumor
5912161000006115	Wilms tumour
5912171000006110	Wilms tumor
5912221000006116	Subacute leukemia
5912991000006114	Gastric metaplasia of esophagus
5913031000006119	Gastric metaplasia of oesophagus
5915541000006116	Metastasis to multiple lymph nodes
593611000006110	Convalescence after chemother.
593631000006116	Convalescence after radiother.
5969991000006119	Osteosarcoma of bone
5970011000006113	Osteosarcoma - disorder
5970261000006115	Disseminated carcinomatosis
5971121000006114	Primary myelofibrosis
5971131000006112	Myelofibrosis with myeloid metaplasia
5972081000006119	Anemia in ovarian carcinoma
5975501000006113	Follicular non-Hodgkin lymphoma
59846018	Carcinoid syndrome
598561000000110	Excision biopsy of basal cell carcinoma
598801000000114	Excision biopsy of rodent ulcer
59921000006116	Wermer's syndrome
604681000006112	Curettage of lesion of bone and graft HFQ
6051931000006117	Local recurrence of malignant tumor of breast
6052161000006116	Local recurrence of malignant tumor of urinary bladder
6053471000006110	HNPCC - hereditary nonpolyposis colon cancer
6053491000006111	HNPCC - hereditary nonpolyposis colorectal cancer
6056051000006116	Pain of Metastatic Malignancy
6056301000006118	Suspected leukemia
6056321000006111	Suspected brain tumor
6056451000006114	Suspected hematological malignancy
6056461000006111	Suspected haemotological cancer
6056471000006116	Suspected hematological cancer
606941000006115	Cystoscopic extirpation of bladder lesion
621041000006116	Diffuse non-Hodgkin's mixed small and large cell (diffuse) lymphoma
621071000006112	Diffuse non-Hodgkin's lymphoma, lymphoblastic (clinical)
621091000006113	Diffuse non-Hodgkin's lymphoma, unspecified
622681000000119	Recurrence of tumour
62349016	Meckel's diverticulum
62350016	Persistent omphalomesenteric duct
62351017	Persistent vitelline duct
6242751000006114	Malignant tumour
6242761000006111	Malignant tumor
6242781000006118	CA - Cancer
6242811000006116	Malignant tumor of lip
6242821000006112	CA - Cancer of lip
6242831000006110	Cancer of lip
6242841000006117	Malignant tumour of stomach
6242861000006118	Cancer of stomach
6242871000006113	Gastric cancer
6242881000006111	CA - Cancer of stomach
6242891000006114	Malignant tumour of caecum
6242901000006113	Malignant tumor of cecum
6242911000006111	CA - Cancer of caecum
6242921000006115	Cancer of caecum
6242941000006110	Malignant neoplasm of cecum
6242951000006112	CA - Cancer of cecum
6242961000006114	Cancer of cecum
6242971000006119	Cecal cancer
6242981000006116	Malignant tumour of rectum
6243001000006117	Rectal cancer
6243011000006119	CA - Cancer of rectum
6243031000006113	Malignant tumor of anal canal
6243041000006115	Cancer of anal canal
6243051000006118	Malignant tumour of gallbladder
6243071000006111	Gallbladder Ca
6243091000006112	Malignant tumor of cervix
6243101000006118	Cancer of cervix
6243111000006115	Malignant neoplasm of cervix
6243131000006114	Cancer of the uterine cervix
6243141000006116	Cervical cancer
6243151000006119	Malignant tumour of adrenal gland
6243161000006117	Malignant tumor of adrenal gland
6243171000006112	CA - Cancer of adrenal gland
6243181000006110	Cancer of adrenal gland
6243191000006113	Adrenal gland malignancy
6243241000006113	Malignant tumour of lung
6243261000006112	CA - Lung cancer
6243291000006116	Malignant tumour of anterior two-thirds of tongue
6243301000006115	Malignant tumor of anterior two-thirds of tongue
6243371000006114	Malignant tumour of soft tissue of thorax
6243381000006112	Malignant tumor of soft tissue of thorax
6243391000006110	Malignant neoplasm of soft tissue of thorax
6243401000006112	Malignant tumour of soft tissue of pelvis
6243411000006110	Malignant tumor of soft tissue of pelvis
6243421000006119	Malignant tumour of vulva
6243441000006114	Cancer of vulva
6243491000006117	Malignant tumor of vermilion border of upper lip
6243501000006113	Malignant tumour of lipstick area of upper lip
6243511000006111	Malignant tumor of lipstick area of upper lip
6243541000006110	Malignant tumor of vermilion border of lower lip
6243551000006112	Malignant tumour of lipstick area of lower lip
6243561000006114	Malignant tumor of lipstick area of lower lip
6243591000006118	Malignant tumour of commissure of lip
6243601000006114	Malignant tumor of commissure of lip
6243611000006112	Malignant tumour of labial commissure
6243621000006116	Malignant tumor of labial commissure
6243641000006111	Malignant tumor of tongue
6243651000006113	CA - Cancer of tongue
6243661000006110	Cancer of tongue
6243671000006115	Malignant tumour of base of tongue
6243691000006119	Malignant tumour of posterior third of tongue
6243701000006119	Malignant tumour of fixed part of tongue
6243711000006116	Malignant tumour of tongue posterior to vallate papillae
6243721000006112	Malignant tumor of fixed part of tongue
6243731000006110	Malignant tumor of tongue posterior to vallate papillae
6243741000006117	Malignant tumor of posterior third of tongue
6243761000006118	Malignant tumour of lingual tonsil
6243771000006113	Malignant tumor of lingual tonsil
6243791000006114	Malignant tumor of major salivary gland
6243821000006117	Malignant tumor of parotid gland
6243831000006119	Cancer of parotid gland
6243841000006112	CA - Cancer of parotid gland
6243851000006114	Malignant tumour of submandibular gland
6243861000006111	Malignant tumor of submandibular gland
6243881000006118	Malignant tumour of sublingual gland
6243891000006115	Malignant tumor of sublingual gland
6243901000006116	Malignant tumour of gum
6243911000006118	Malignant tumor of gum
6243921000006114	Malignant tumour of alveolar mucosa
6243931000006112	Malignant tumour of gingiva
6243941000006119	Malignant tumor of alveolar mucosa
6243951000006117	Malignant tumor of gingiva
6243961000006115	Cancer of gum
6243971000006110	CA - Cancer of gum
6243981000006113	Malignant tumour of upper gingiva
6243991000006111	Malignant tumor of upper gingiva
6244001000006119	Malignant tumour of upper gum
6244011000006116	Malignant tumor of upper gum
6244021000006112	Malignant tumour of lower gingiva
6244031000006110	Malignant tumor of lower gingiva
6244041000006117	Malignant tumour of lower gum
6244051000006115	Malignant tumor of lower gum
6244071000006113	Malignant tumor of floor of mouth
6244081000006111	FOM - Malignant tumour of floor of mouth
6244091000006114	FOM - Malignant tumor of floor of mouth
6244101000006115	FOM - Cancer of floor of mouth
6244111000006117	Cancer of floor of mouth
6244121000006113	CA - Cancer of floor of mouth
6244141000006118	Malignant tumour of buccal mucosa
6244151000006116	Malignant tumor of buccal mucosa
6244161000006119	Malignant tumour of internal cheek
6244171000006114	Malignant tumour of cheek mucosa
6244181000006112	Malignant tumor of internal cheek
6244191000006110	Malignant tumor of cheek mucosa
6244201000006113	CA - Cancer of cheek mucosa
6244211000006111	CA - Cancer of buccal mucosa
6244221000006115	Cancer of cheek mucosa
6244231000006117	Cancer of buccal mucosa
6244241000006110	Malignant tumour of hard palate
6244251000006112	Malignant tumor of hard palate
6244261000006114	Malignant tumour of soft palate
6244271000006119	Malignant tumor of soft palate
6244281000006116	Malignant tumour of uvula
6244291000006118	Malignant tumor of uvula
6244311000006119	Malignant tumor of palate
6244321000006110	Malignant tumour of roof of mouth
6244331000006113	Malignant tumor of roof of mouth
6244351000006118	Cancer of palate
6244361000006116	CA - Cancer of palate
6244371000006111	Malignant tumour of retromolar area
6244381000006114	Malignant tumor of retromolar area
6244401000006114	Malignant tumor of oropharynx
6244411000006112	Cancer of oropharynx
6244421000006116	CA - Cancer of oropharynx
6244431000006118	Malignant tumour of mesopharynx
6244441000006111	Malignant tumor of mesopharynx
6244451000006113	Malignant tumour of tonsil
6244471000006115	Malignant tumour of palatine tonsil
6244481000006117	Malignant tumour of faucial tonsil
6244491000006119	Malignant tumor of faucial tonsil
6244501000006110	Malignant tumor of palatine tonsil
6244511000006113	Cancer of tonsil
6244541000006112	CA - Cancer of tonsil
6244561000006111	Malignant tumor of tonsillar fossa
6244571000006116	Malignant tumour of vallecula
6244581000006118	Malignant tumor of vallecula
6244591000006115	Malignant tumour of branchial cleft
6244601000006111	Malignant tumor of branchial cleft
6244611000006114	Malignant tumour of roof of nasopharynx
6244621000006118	Malignant tumor of roof of nasopharynx
6244631000006115	Malignant tumour of superior wall of nasopharynx
6244641000006113	Malignant tumor of superior wall of nasopharynx
